SIT || Field1
A friend who was 22 years old, died of leukemia; I had not known  that he was so ill and therefore had not cared. || guilt
When we got a young dog. || joy
I was afraid before I went to the doctor's. || fear
I had an accident with damage to the car body. || anger
My dog died of a cerebral tumor. || sadness
When I worked at the life-saving service I was disgusted by a  patient whose outward appearance was distasteful. || disgust
When I was a child, I had a medical check-up. I had to undress  myself and was examined by several doctors. || shame
When a classmate wanted to sit down, I pulled his chair away, so  that he was slightly injured. || guilt
When I heard that a good friend, who had been abroad for a long  time, would come and see me. || joy
When I had my first oral examination after a long time;  especially one day before the examination when I had the feeling  that I had not studied enough and had not enough time to make up  for it. || fear
I heard friends grumbling at me in an adjoining room, although  they had behaved in a friendly way when I was present. || anger
When my brother died. || sadness
I read about a murderer who brutalized his victims by cutting  open their stomaches and taking out their bowels. || disgust
When I was a child: I had told my mother a lie and she found it  out. || shame
My father had been alone for a long time because my mother and  sister were on holiday. I had not seen him for a long time and  when I finally called him I realized that he had been very sad  about that. || guilt
I unexpectedly got a present from my father. || joy
When I had to go through lonely streets in the middle of the  night. || fear
My boy-friend had promised me to come home at about 10 p.m. He  did not return until midnight and had consumed a lot of alcohol. || anger
A relative, whom I like very much, left for the United States. || sadness
When I was walking on the street, I slipped on the dung of a dog.  I did not fall down, but I felt disgusted by the bad smell on my  sole. || disgust
Some persons, who are important for me, came to see me and I had  not washed the dishes. || shame
I was looking after my cousin's little daughter; she fell down,  was slightly injured and cried vociferously. || guilt
